concentration,electric_field,gap_mm,pressure,ne,ni,CF3,ErrCF3
2.0,4.5,0.57,0.05,143.69,142.86,0.2505393555571021,0.04175655925951702
2.0,45.3,0.05,0.2,110.82,109.47,0.20754376466341817,0.043275866479992056
2.0,56.5,0.05,1.0,104.65,103.91,0.13377926421404682,0.0357540122959765
1.0,0.8,13.8938,0.05,77.86,80.08,0.1412792191112253,0.04259728731512201
1.0,0.8,13.8938,0.05,77.86,80.08,0.1412792191112253,0.04259728731512201
1.0,1.0,8.1726,0.05,90.2,90.97,0.1441241685144124,0.03997285227787128
1.0,1.0,8.1726,0.05,90.2,90.97,0.1441241685144124,0.03997285227787128
1.0,1.4,3.9348,0.05,122.6,122.44,0.19575856443719414,0.039959049637572235
1.0,1.4,3.9348,0.05,122.6,122.44,0.19575856443719414,0.039959049637572235
1.0,1.5,3.145,0.05,136.95,136.51,0.06571741511500548,0.021905805038335162
1.0,1.5,3.145,0.05,136.95,136.51,0.06571741511500548,0.021905805038335162
1.0,10.2,4.2352,1.0,27.05,38.84,0.18484288354898337,0.08266425055452088
1.0,100.0,0.1112,0.05,108.07,101.06,0.16655871194596097,0.0392582648942286
1.0,100.0,0.1112,0.05,108.07,101.06,0.16655871194596097,0.0392582648942286
1.0,1021.2,0.0022,10.0,87.65,86.66,0.12549914432401596,0.037839415748492866
1.0,104.3,0.4769,10.0,75.38,107.52,0.11939506500397984,0.03979835500132661
1.0,104.4,0.57,10.0,175.34,248.13,0.1311737196304323,0.027351611288426593
1.0,11.1,0.1957,0.05,90.07,88.81,0.11102475852115022,0.03510911135970223
1.0,11.1,0.1957,0.05,90.07,88.81,0.11102475852115022,0.03510911135970223
1.0,111.0,0.0204,1.0,103.88,102.89,0.11551790527531768,0.033347146853463176
1.0,111.0,0.3486,10.0,105.83,133.66,0.10394028158367193,0.03133917405608429
1.0,114.6,0.2986,10.0,97.01,117.33,0.1340068034223276,0.037166800076940405
1.0,118.2,0.2598,10.0,92.63,109.29,0.10795638562020944,0.03413880665193112
1.0,1182.3,0.0018,10.0,82.01,81.0,0.21948542860626752,0.051733211646375864
1.0,12.3,0.1807,0.05,91.3,90.11,0.08762322015334063,0.03097948657991446
1.0,12.3,0.1807,0.05,91.3,90.11,0.08762322015334063,0.03097948657991446
1.0,123.3,0.0179,1.0,101.31,100.27,0.138189714736946,0.03693275478011984
1.0,125.9,0.1971,10.0,111.44,125.17,0.08973438621679827,0.028376504488230255
1.0,13.7,1.3416,1.0,87.07,93.72,0.11485012059262663,0.036318797061770755
1.0,131.3,0.1627,10.0,112.21,123.55,0.13367792531859907,0.0345154919009662
1.0,150.4,0.0969,10.0,105.18,109.71,0.12359764213728845,0.034279818173264774
1.0,152.0,0.0146,1.0,109.42,108.29,0.1370864558581612,0.035395570701950436
1.0,168.8,0.0129,1.0,106.21,105.07,0.15064494868656436,0.03766123717164109
1.0,172.3,0.0618,10.0,92.59,94.79,0.14040393131007667,0.03894104412424656
1.0,18.1,0.57,1.0,148.87,152.0,0.11419359172432324,0.027696014144002554
1.0,18.7,0.1399,0.05,109.11,106.98,0.11914581614884062,0.03304510379858848
1.0,18.7,0.1399,0.05,109.11,106.98,0.11914581614884062,0.03304510379858848
1.0,18.7,0.501,1.0,120.76,122.62,0.11593242795627691,0.030984244673517233
1.0,182.3,0.05,10.0,71.34,72.24,0.07008690776562938,0.03134381801934104
1.0,197.4,0.0416,10.0,98.8,99.79,0.12145748987854252,0.03506175723823638
1.0,199.5,0.0404,10.0,116.4,117.71,0.1374570446735395,0.034364261168384876
1.0,2.3,1.3952,0.05,111.59,110.76,0.14338202347880635,0.03584550586970159
1.0,2.3,1.3952,0.05,111.59,110.76,0.14338202347880635,0.03584550586970159
1.0,2.3,1.3967,0.05,105.4,104.51,0.07590132827324478,0.026835171961538805
1.0,2.3,1.3967,0.05,105.4,104.51,0.07590132827324478,0.026835171961538805
1.0,208.1,0.0107,1.0,101.78,100.55,0.1375515818431912,0.036762206590429766
1.0,223.9,0.0299,10.0,111.53,111.75,0.1075943692280104,0.031059819018539894
1.0,226.2,0.0291,10.0,125.39,125.79,0.10367652922880613,0.028754695553584727
1.0,231.0,0.0096,1.0,97.97,96.72,0.13269368173930796,0.03680260564932111
1.0,25.7,0.2222,1.0,115.82,115.86,0.13814539803142808,0.03453634950785702
1.0,251.2,0.0227,10.0,109.4,109.36,0.18281535648994515,0.04087875644423747
1.0,259.2,0.0211,10.0,100.27,99.95,0.12964994514810013,0.03595842500712067
1.0,28.5,0.118,0.05,125.01,121.53,0.09599232061435085,0.02771059607341616
1.0,28.5,0.118,0.05,125.01,121.53,0.09599232061435085,0.02771059607341616
1.0,281.8,0.0175,10.0,109.63,109.29,0.10033749885980116,0.030252894192788468
1.0,284.8,0.008,1.0,87.39,85.93,0.125872525460579,0.03795199439701796
1.0,297.0,0.0156,10.0,110.72,110.28,0.06322254335260116,0.02389587528056892
1.0,3.5,0.7054,0.05,75.28,74.3,0.17268862911795962,0.047895208228799
1.0,3.5,0.7054,0.05,75.28,74.3,0.17268862911795962,0.047895208228799
1.0,3.9,0.6076,0.05,82.84,81.85,0.1931434089811685,0.048285852245292124
1.0,3.9,0.6076,0.05,82.84,81.85,0.1931434089811685,0.048285852245292124
1.0,31.6,0.1143,0.05,128.21,124.03,0.08579673972389049,0.025868690354538645
1.0,31.6,0.1143,0.05,128.21,124.03,0.08579673972389049,0.025868690354538645
1.0,31.6,0.1361,1.0,111.17,110.55,0.15291895295493388,0.03708829383482649
1.0,316.2,0.0074,1.0,84.37,82.66,0.16593575915609812,0.044348197069739734
1.0,316.2,0.0137,10.0,104.04,103.48,0.18262206843521722,0.04189637585102531
1.0,340.3,0.0118,10.0,102.93,102.22,0.17487612940833575,0.041218698990763476
1.0,35.1,0.1129,1.0,114.39,113.72,0.1049042748492001,0.030283255661664083
1.0,351.1,0.0112,10.0,109.45,108.68,0.14618547281863864,0.03654636820465966
1.0,354.8,0.0108,10.0,81.69,80.89,0.11017260374586853,0.03672420124862284
1.0,366.1,0.0103,10.0,107.79,107.09,0.13915947676036738,0.035930822397322724
1.0,389.9,0.006,1.0,63.32,61.7,0.20530638029058748,0.0569417447167402
1.0,389.9,0.009,10.0,88.79,87.94,0.09010023651312084,0.03185524411246976
1.0,389.9,0.0093,10.0,98.72,97.97,0.1620745542949757,0.04051863857374392
1.0,398.1,0.0086,10.0,94.85,94.0,0.09488666315234581,0.0316288877174486
1.0,4.1,0.57,0.05,81.03,80.05,0.06170554115759595,0.027595556923359122
1.0,4.1,0.57,0.05,81.03,80.05,0.06170554115759595,0.027595556923359122
1.0,423.9,0.008,10.0,95.94,95.16,0.2188868042526579,0.047765016624513656
1.0,43.3,0.1078,0.05,133.17,128.05,0.12014718029586244,0.03003679507396561
1.0,43.3,0.1078,0.05,133.17,128.05,0.12014718029586244,0.03003679507396561
1.0,43.3,0.075,1.0,93.34,92.55,0.17141632740518534,0.042854081851296334
1.0,432.9,0.0077,10.0,94.12,93.31,0.21249468763280918,0.04751525664045452
1.0,44.1,0.05,0.2,96.89,95.54,0.14449375580555268,0.03861758062518259
1.0,446.7,0.007,10.0,77.95,77.14,0.14111610006414368,0.042548105071910196
1.0,48.1,0.0638,1.0,108.64,107.78,0.156480117820324,0.03795200318131131
1.0,480.6,0.0065,10.0,112.19,111.33,0.09804795436313397,0.029562570553127727
1.0,490.8,0.0062,10.0,109.39,108.57,0.09141603437242893,0.02890828832771167
1.0,5.3,0.4023,0.05,82.31,81.32,0.12149192078726764,0.03841911869965228
1.0,5.3,0.4023,0.05,82.31,81.32,0.12149192078726764,0.03841911869965228
1.0,501.2,0.0056,10.0,72.17,71.26,0.13856172925038104,0.043817066096277946
1.0,533.7,0.0046,1.0,40.45,38.76,0.19777503090234858,0.06992403275021483
1.0,533.7,0.0055,10.0,97.41,96.51,0.07186120521507032,0.02716098255892199
1.0,54.8,0.05,1.0,88.69,87.78,0.09020182658698839,0.03189116162753625
1.0,562.3,0.0046,10.0,70.07,69.17,0.171257314114457,0.049437728202337015
1.0,568.3,0.005,10.0,104.33,103.38,0.10543467842423081,0.031789751656813955
1.0,59.3,0.0456,1.0,94.61,93.72,0.1691153155057605,0.042278828876440126
1.0,592.6,0.0047,10.0,109.64,108.67,0.10944910616563298,0.031595235453646064
1.0,6.6,0.3175,0.05,79.46,78.46,0.12584948401711554,0.0397971011851042
1.0,6.6,0.3175,0.05,79.46,78.46,0.12584948401711554,0.0397971011851042
1.0,65.8,0.1059,0.05,112.09,106.23,0.1784280488892854,0.0398977246409098
1.0,65.8,0.1059,0.05,112.09,106.23,0.1784280488892854,0.0398977246409098
1.0,65.8,0.0393,1.0,86.17,85.24,0.08123476848090982,0.030703856458913666
1.0,657.9,0.004,10.0,103.92,102.99,0.16358737490377212,0.039675766220339304
1.0,730.5,0.0036,1.0,21.13,19.55,0.14197823000473261,0.08197116931229897
1.0,761.8,0.0032,10.0,99.04,98.12,0.12116316639741517,0.03497679336770754
1.0,8.1,0.2562,0.05,72.19,71.11,0.15237567530128826,0.04594299474103615
1.0,8.1,0.2562,0.05,72.19,71.11,0.15237567530128826,0.04594299474103615
1.0,81.1,0.0298,1.0,103.19,102.21,0.11629033821106696,0.03357012903515606
1.0,882.0,0.0026,10.0,95.21,94.21,0.06301859048419284,0.02572723183261399
1.0,97.9,0.6667,10.0,52.1,87.72,0.15355086372360843,0.05428842849800749
0.5,17.4,0.57,1.0,97.5,97.91,0.05128205128205128,0.022934030538459382
0.5,184.5,0.05,10.0,124.21,124.77,0.056356171000724584,0.021300630473106763
0.5,4.5,0.57,0.05,156.94,155.95,0.04460303300624442,0.016858361864818344
0.5,44.3,0.05,0.2,98.01,96.79,0.07142128354249566,0.026994707795781968
0.5,55.9,0.05,1.0,94.27,93.33,0.06364697146494112,0.025983767293764486
0.5,96.8,0.57,10.0,84.3,104.67,0.1542111506524318,0.042770477763511144
0.2,17.3,0.57,1.0,93.3,92.98,0.010718113612004287,0.010718113612004287
0.2,181.7,0.05,10.0,103.7,103.25,0.019286403085824494,0.013637546406683656
0.2,4.3,0.57,0.05,114.92,113.9,0.01740341106856944,0.01230606998236247
0.2,44.3,0.05,0.2,101.32,100.02,0.009869719699960523,0.009869719699960523
0.2,56.3,0.05,1.0,103.95,102.97,0.02886002886002886,0.016662345431158028
0.2,95.5,0.57,10.0,144.05,156.34,0.03471017007983339,0.015522859961817353
0.1,17.2,0.57,1.0,92.13,91.4,0.0,0.0
0.1,180.8,0.05,10.0,92.45,91.68,0.01081665765278529,0.01081665765278529
0.1,4.3,0.57,0.05,120.24,119.24,0.016633399866932803,0.011761589840095602
0.1,44.5,0.05,0.2,97.4,96.13,0.02053388090349076,0.014519646430935267
0.1,55.6,0.05,1.0,87.55,86.56,0.045688178183894916,0.022844089091947458
0.1,95.4,0.57,10.0,218.4,226.79,0.027472527472527472,0.011215612375380851
100.0,358.4,0.57,10.0,2882.86,25091.95,235.2840581922119,0.2856830507799547
100.0,39.4,0.57,1.0,92.87,203.97,59.556369118122106,0.8008042764360095
100.0,400.2,0.05,10.0,129.15,257.92,52.59775454897406,0.6381700181906791
100.0,47.7,0.05,0.2,101.45,100.5,16.126170527353377,0.3986939066763269
100.0,6.0,0.57,0.05,340.29,344.47,20.90275941109054,0.24784331970055837
100.0,73.9,0.05,1.0,97.03,101.94,24.456353705039678,0.502045221429191
