concentration,electric_field,gap_mm,pressure,ne,ni,Ar_750,ErrAr_750
1.0,1.5,3.145,0.05,136.95,136.51,205.03103322380431,1.2235698918341467
1.0,1.5,3.145,0.05,136.95,136.51,205.03103322380431,1.2235698918341467
1.0,10.2,4.2352,1.0,27.05,38.84,1504.4731977818853,7.457763258513421
1.0,100.0,0.1112,0.05,108.07,101.06,12.769501249190341,0.3437434185436608
1.0,100.0,0.1112,0.05,108.07,101.06,12.769501249190341,0.3437434185436608
1.0,1021.2,0.0022,10.0,87.65,86.66,73.38277239018825,0.9150000071084277
1.0,104.3,0.4769,10.0,75.38,107.52,1444.2027062881402,4.377095383879285
1.0,104.4,0.57,10.0,175.34,248.13,1424.7747233945477,2.850575838874933
1.0,11.1,0.1957,0.05,90.07,88.81,42.433662706783615,0.6863808822504156
1.0,11.1,0.1957,0.05,90.07,88.81,42.433662706783615,0.6863808822504156
1.0,111.0,0.0204,1.0,103.88,102.89,68.43473238351945,0.8116565844524967
1.0,111.0,0.3486,10.0,105.83,133.66,1124.5299064537467,3.259726077812265
1.0,114.6,0.2986,10.0,97.01,117.33,1007.1642098752706,3.2221213304610754
1.0,118.2,0.2598,10.0,92.63,109.29,947.392853287272,3.19807923922018
1.0,1182.3,0.0018,10.0,82.01,81.0,65.1262041214486,0.8911370023457365
1.0,12.3,0.1807,0.05,91.3,90.11,40.580503833515884,0.666689059957643
1.0,12.3,0.1807,0.05,91.3,90.11,40.580503833515884,0.666689059957643
1.0,123.3,0.0179,1.0,101.31,100.27,61.593129997038794,0.7797223436237882
1.0,125.9,0.1971,10.0,111.44,125.17,793.3776022972003,2.668206367211771
1.0,13.7,1.3416,1.0,87.07,93.72,658.1486160560469,2.749335336438742
1.0,131.3,0.1627,10.0,112.21,123.55,716.9058016219589,2.527640272529441
1.0,150.4,0.0969,10.0,105.18,109.71,541.0914622551816,2.268134253850305
1.0,152.0,0.0146,1.0,109.42,108.29,52.741729117163224,0.694270683067399
1.0,168.8,0.0129,1.0,106.21,105.07,49.882308633838626,0.6853155215169136
1.0,172.3,0.0618,10.0,92.59,94.79,437.27184361162114,2.1731700682904656
1.0,18.1,0.57,1.0,148.87,152.0,407.9196614495869,1.6553267186996878
1.0,18.7,0.1399,0.05,109.11,106.98,31.225368893776924,0.5349602473655023
1.0,18.7,0.1399,0.05,109.11,106.98,31.225368893776924,0.5349602473655023
1.0,18.7,0.501,1.0,120.76,122.62,384.80457105001653,1.7850835956916111
1.0,182.3,0.05,10.0,71.34,72.24,408.28427249789735,2.39229522211274
1.0,197.4,0.0416,10.0,98.8,99.79,356.3157894736842,1.899061640950711
1.0,199.5,0.0404,10.0,116.4,117.71,343.40206185567007,1.717611578571397
1.0,2.3,1.3952,0.05,111.59,110.76,137.13594408101085,1.1085697191091481
1.0,2.3,1.3952,0.05,111.59,110.76,137.13594408101085,1.1085697191091481
1.0,2.3,1.3967,0.05,105.4,104.51,135.7020872865275,1.1346788463315975
1.0,2.3,1.3967,0.05,105.4,104.51,135.7020872865275,1.1346788463315975
1.0,208.1,0.0107,1.0,101.78,100.55,45.3134211043427,0.6672401983238219
1.0,223.9,0.0299,10.0,111.53,111.75,300.8428225589527,1.6423812420284958
1.0,226.2,0.0291,10.0,125.39,125.79,289.01826301937956,1.5182077083392034
1.0,231.0,0.0096,1.0,97.97,96.72,40.073491885271004,0.6395610982064118
1.0,25.7,0.2222,1.0,115.82,115.86,256.0179589017441,1.4867687874144055
1.0,251.2,0.0227,10.0,109.4,109.36,257.2669104204753,1.5334983198814724
1.0,259.2,0.0211,10.0,100.27,99.95,244.80901565772416,1.5625293954597197
1.0,28.5,0.118,0.05,125.01,121.53,25.10999120070394,0.44817838022018847
1.0,28.5,0.118,0.05,125.01,121.53,25.10999120070394,0.44817838022018847
1.0,281.8,0.0175,10.0,109.63,109.29,226.2336951564353,1.4365274775022083
1.0,284.8,0.008,1.0,87.39,85.93,36.62890490902849,0.6474125259098586
1.0,297.0,0.0156,10.0,110.72,110.28,211.76842485549133,1.3829853021189014
1.0,3.5,0.7054,0.05,75.28,74.3,95.49681190223167,1.1263014193002907
1.0,3.5,0.7054,0.05,75.28,74.3,95.49681190223167,1.1263014193002907
1.0,3.9,0.6076,0.05,82.84,81.85,89.00289715113472,1.0365303590877863
1.0,3.9,0.6076,0.05,82.84,81.85,89.00289715113472,1.0365303590877863
1.0,31.6,0.1143,0.05,128.21,124.03,23.991888308244285,0.4325848100417143
1.0,31.6,0.1143,0.05,128.21,124.03,23.991888308244285,0.4325848100417143
1.0,31.6,0.1361,1.0,111.17,110.55,200.13492848790142,1.3417377606951817
1.0,316.2,0.0074,1.0,84.37,82.66,34.79909920587887,0.6422290948983793
1.0,316.2,0.0137,10.0,104.04,103.48,194.57900807381776,1.3675645068690818
1.0,340.3,0.0118,10.0,102.93,102.22,182.7941319343243,1.3326316960400677
1.0,35.1,0.1129,1.0,114.39,113.72,177.74280968616137,1.2465278630321552
1.0,351.1,0.0112,10.0,109.45,108.68,179.35130196436728,1.2801014334394432
1.0,354.8,0.0108,10.0,81.69,80.89,176.72909780878933,1.4708540551232505
1.0,366.1,0.0103,10.0,107.79,107.09,167.33463215511642,1.2459587969269434
1.0,389.9,0.006,1.0,63.32,61.7,29.200884396715097,0.6790903348073278
1.0,389.9,0.009,10.0,88.79,87.94,164.6469196981642,1.3617418260247338
1.0,389.9,0.0093,10.0,98.72,97.97,161.18314424635332,1.2777833898882884
1.0,398.1,0.0086,10.0,94.85,94.0,157.50131787032157,1.2886157299301944
1.0,4.1,0.57,0.05,81.03,80.05,86.09157102307788,1.030759620773595
1.0,4.1,0.57,0.05,81.03,80.05,86.09157102307788,1.030759620773595
1.0,423.9,0.008,10.0,95.94,95.16,147.16489472587034,1.2385178066414053
1.0,43.3,0.1078,0.05,133.17,128.05,20.49260343921304,0.39227927871469487
1.0,43.3,0.1078,0.05,133.17,128.05,20.49260343921304,0.39227927871469487
1.0,43.3,0.075,1.0,93.34,92.55,142.75766016713092,1.2367041333421036
1.0,432.9,0.0077,10.0,94.12,93.31,144.8788780280493,1.240685131916277
1.0,44.1,0.05,0.2,96.89,95.54,42.85271957890391,0.6650429845634024
1.0,446.7,0.007,10.0,77.95,77.14,141.52661962796665,1.3474448754843753
1.0,48.1,0.0638,1.0,108.64,107.78,130.1362297496318,1.0944709321890522
1.0,480.6,0.0065,10.0,112.19,111.33,131.22381673945983,1.0815068105962504
1.0,490.8,0.0062,10.0,109.39,108.57,132.70865709845506,1.1014399284042347
1.0,5.3,0.4023,0.05,82.31,81.32,68.39995140323168,0.9115942890197579
1.0,5.3,0.4023,0.05,82.31,81.32,68.39995140323168,0.9115942890197579
1.0,501.2,0.0056,10.0,72.17,71.26,128.97325758625468,1.3368155294656878
1.0,533.7,0.0046,1.0,40.45,38.76,26.18046971569839,0.804506308789764
1.0,533.7,0.0055,10.0,97.41,96.51,120.62416589672519,1.1127955748218252
1.0,54.8,0.05,1.0,88.69,87.78,117.4315029879355,1.150681106365224
1.0,562.3,0.0046,10.0,70.07,69.17,114.97074354217213,1.2809365304590767
1.0,568.3,0.005,10.0,104.33,103.38,112.57548164478098,1.0387649881063037
1.0,59.3,0.0456,1.0,94.61,93.72,107.31423739562415,1.0650258540119184
1.0,592.6,0.0047,10.0,109.64,108.67,110.00547245530828,1.0016653064422953
1.0,6.6,0.3175,0.05,79.46,78.46,60.33224263780519,0.8713656870432298
1.0,6.6,0.3175,0.05,79.46,78.46,60.33224263780519,0.8713656870432298
1.0,65.8,0.1059,0.05,112.09,106.23,16.522437327147827,0.38393139069230103
1.0,65.8,0.1059,0.05,112.09,106.23,16.522437327147827,0.38393139069230103
1.0,65.8,0.0393,1.0,86.17,85.24,100.80074271788325,1.081567975367971
1.0,657.9,0.004,10.0,103.92,102.99,100.07698229407237,0.9813355491902973
1.0,730.5,0.0036,1.0,21.13,19.55,21.391386654046382,1.0061661914561904
1.0,761.8,0.0032,10.0,99.04,98.12,89.91316639741518,0.9528100519659596
1.0,8.1,0.2562,0.05,72.19,71.11,51.69691092949162,0.8462404404655085
1.0,8.1,0.2562,0.05,72.19,71.11,51.69691092949162,0.8462404404655085
1.0,81.1,0.0298,1.0,103.19,102.21,83.18635526698324,0.8978571428937276
1.0,882.0,0.0026,10.0,95.21,94.21,82.47032874698037,0.93069542765994
1.0,97.9,0.6667,10.0,52.1,87.72,1918.7715930902111,6.068659607023264
0.5,17.4,0.57,1.0,97.5,97.91,415.2307692307692,2.0636804792204586
0.5,184.5,0.05,10.0,124.21,124.77,387.7143547218421,1.7667604120107885
0.5,4.5,0.57,0.05,156.94,155.95,79.44437364597935,0.7114833619068617
0.5,44.3,0.05,0.2,98.01,96.79,41.89368431792674,0.6537912190021751
0.5,55.9,0.05,1.0,94.27,93.33,116.30423252360242,1.1107364050245825
0.5,96.8,0.57,10.0,84.3,104.67,1493.7129300118625,4.2093959888430605
0.2,17.3,0.57,1.0,93.3,92.98,427.53483386923904,2.140646379601237
0.2,181.7,0.05,10.0,103.7,103.25,400.19286403085823,1.964469506987788
0.2,4.3,0.57,0.05,114.92,113.9,81.81343543334494,0.8437513993405777
0.2,44.3,0.05,0.2,101.32,100.02,41.99565732333202,0.6438053792854495
0.2,56.3,0.05,1.0,103.95,102.97,115.7960557960558,1.0554426420783023
0.2,95.5,0.57,10.0,144.05,156.34,1363.4085387018395,3.0764961325065228
0.1,17.2,0.57,1.0,92.13,91.4,427.1247150765223,2.153162539848253
0.1,180.8,0.05,10.0,92.45,91.68,392.7744726879394,2.061190676725156
0.1,4.3,0.57,0.05,120.24,119.24,79.90685296074518,0.8152063043807616
0.1,44.5,0.05,0.2,97.4,96.13,41.72484599589322,0.6545124209654714
0.1,55.6,0.05,1.0,87.55,86.56,119.2233009708738,1.1669506650271697
0.1,95.4,0.57,10.0,218.4,226.79,1288.0906593406594,2.4285491562468007
100.0,358.4,0.57,10.0,2882.86,25091.95,0.0,0.0
100.0,39.4,0.57,1.0,92.87,203.97,0.0,0.0
100.0,400.2,0.05,10.0,129.15,257.92,0.0,0.0
100.0,47.7,0.05,0.2,101.45,100.5,0.0,0.0
100.0,6.0,0.57,0.05,340.29,344.47,0.0,0.0
100.0,73.9,0.05,1.0,97.03,101.94,0.0,0.0
