Gas,Proceso,Energia,Eventos,Error%
NITROGEN,VIBRATION 4V1,1.1342,15.7325,0.25212
NITROGEN,VIBRATION 5V1,1.4088,5.5852,0.42314
NITROGEN,VIBRATION 6V1,1.6801,29.1862,0.1851
NITROGEN,VIBRATION 7V1,1.9475,2.2608,0.66507
NITROGEN,VIBRATION 8V1,2.2115,0.5348,1.36743
NITROGEN,VIBRATION 9V1,2.4718,0.227,2.09888
NITROGEN,VIBRATION 10V1,2.7284,0.0989,3.17982
NITROGEN,VIBRATION 11V1,2.9815,0.0172,7.62493
NITROGEN,VIBRATION 12V1,3.231,0.0032,17.67767
NITROGEN,VIBRATION 13V1,3.4769,0.0024,20.41241
NITROGEN,VIBRATION 14V1,3.7191,0.0026,19.61161
NITROGEN,VIBRATION 15V1,3.9576,0.004,15.81139
NITROGEN,A3SIG V=0-4,6.725,8.0585,0.35227
NITROGEN,A3SIG V=5-9,7.36,17.8692,0.23656
NITROGEN,B 3PI V=0-3,7.744,23.8451,0.20479
NITROGEN,W3DEL V=0-5,8.05,2.2909,0.66069
NITROGEN,A3SIG V=10-21,8.217,10.3611,0.31067
NITROGEN,B 3PI V=4-16,8.451,13.6192,0.27097
NITROGEN,W3DEL V=6-10,8.729,4.2517,0.48497
NITROGEN,A 1PI V=0-3,8.95,2.8296,0.59448
NITROGEN,B!3SIG V=0-6,8.974,0.4599,1.47458
NITROGEN,A!1SIG V=0-6,9.191,0.3694,1.64532
NITROGEN,W3DEL V=11-19,9.562,2.1296,0.68525
NITROGEN,W 1DEL V=0-5,9.59,0.351,1.6879
NITROGEN,A 1PI V=4-15,9.665,2.4411,0.64004
NITROGEN,B!3SIG V=7-18,9.933,0.9077,1.04961
NITROGEN,A!1SIG V=7-19,10.174,0.5643,1.33121
NITROGEN,W 1DEL V=6-18,10.536,0.5426,1.35756
NITROGEN,C 3PI V=0-4,11.188,2.8729,0.58998
NITROGEN,E 3SIG,11.875,0.3225,1.7609
NITROGEN,A!!1SIG V=0-1,12.289,0.2062,2.20219
NITROGEN,B 1PI V=0-6 F=0.1855,12.781,1.3821,0.85061
NITROGEN,C!1SIG V=0-3 F=0.1500,13.0,0.8705,1.0718
NITROGEN,G 3PI V=0-3,13.001,0.1065,3.06426
NITROGEN,C3 1PI V=0-3 F=0.1500,13.076,1.0386,0.98124
NITROGEN,F 3PI V=0-3,13.174,0.0633,3.97464
NITROGEN,B 1PI V=7-14 F=0.0663,13.338,0.4236,1.53646
NITROGEN,B!1SIG V=0-10 F=0.0601,13.385,0.3892,1.60293
NITROGEN,O3 1PI V=0-3 F=0.0828,13.628,0.4968,1.41876
NITROGEN,C!1SIG V=4-6 F=0.1390,14.09,0.7931,1.12289
NITROGEN,B!1SIG V=11-24 F=0.2650,14.232,1.4997,0.81658
NITROGEN,E!1SIG F=0.0108,14.36,0.0612,4.04226
NITROGEN,E 1PI F=0.0237,14.45,0.1331,2.74101
NITROGEN,SINGLET LEVEL F=0.0117,14.839,0.0556,4.24094
NITROGEN,SUM HIGH SINGLETS F=0.1152,15.2,0.5528,1.34498
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,15.6,1.6053,0.78926
NITROGEN,NEUTRAL DISS ABOVE IONIS. ENERGY,16.6,0.7384,1.16374
NITROGEN,BREMSSTRAHLUNG FROM NITROGEN ATOMS,,0.0004,50.0
